depth	pressure	temperature	conductivity	latitude	longitude	ECO-CDOM	ECO-Chl(a)	ECO-SCATT	Oxygen_mg/L	pH	salinity	Sound_Velocity_(calc)	time
988.96	997.408	21.5439	56.9542	19.61245	38.72266	0.52	0.02	0.000097	2.04	8.014	40.6283	1548.494	1331
989.67	998.118	21.5437	56.9555	19.61245	38.72266	0.63	0	0.000098	2.04	8.014	40.6293	1548.506	1332
990.49	998.951	21.5442	56.9544	19.61245	38.72266	0.18	0.01	0.000113	2.05	8.014	40.6277	1548.52	1333
991.48	999.949	21.5448	56.9535	19.61246	38.72266	0.27	0.03	0.000093	2.04	8.014	40.626	1548.536	1334
992.21	1000.694	21.5451	56.9529	19.61246	38.72266	0.45	0.01	0.000091	2.04	8.014	40.625	1548.548	1335
992.83	1001.32	21.5446	56.9564	19.61246	38.72266	0.27	0.03	0.000101	2.05	8.014	40.628	1548.561	1336
993.85	1002.348	21.5449	56.9567	19.61246	38.72266	0.36	0	0.000095	2.05	8.014	40.6275	1548.578	1337
994.61	1003.116	21.5448	56.9559	19.61246	38.72266	0.36	0.01	0.000086	2.05	8.014	40.6268	1548.589	1338
995.31	1003.821	21.5451	56.9563	19.61246	38.72266	0.25	0.01	0.000101	2.05	8.014	40.6265	1548.602	1339
996.23	1004.751	21.5457	56.9576	19.61246	38.72266	0.54	0.03	0.000095	2.05	8.014	40.6267	1548.619	1340
997	1005.53	21.5456	56.9597	19.61246	38.72266	0.27	0.03	0.000091	2.05	8.014	40.6282	1548.633	1341
997.84	1006.378	21.5459	56.9616	19.61246	38.72266	0.18	0.01	0.000089	2.05	8.014	40.6291	1548.649	1342
998.59	1007.143	21.5458	56.9601	19.61246	38.72266	0.54	0	0.000093	2.05	8.014	40.6278	1548.66	1343
999.29	1007.846	21.5455	56.9621	19.61247	38.72265	0.47	0.01	0.000094	2.05	8.014	40.6294	1548.673	1344
1000.18	1008.745	21.5458	56.962	19.61247	38.72265	0.72	0	0.000113	2.05	8.013	40.6287	1548.688	1345
1001.03	1009.603	21.5455	56.9632	19.61248	38.72265	0.63	0.04	0.000089	2.05	8.014	40.6297	1548.702	1346
1001.75	1010.331	21.5458	56.9639	19.61248	38.72265	0.47	0.01	0.000111	2.05	8.013	40.6297	1548.715	1347
1002.54	1011.131	21.5465	56.9637	19.61248	38.72265	0.54	0.01	0.000107	2.05	8.013	40.6285	1548.729	1348
1003.33	1011.936	21.5464	56.9647	19.61248	38.72265	0.45	0.04	0.000091	2.05	8.013	40.6291	1548.743	1349
1004.16	1012.768	21.5469	56.9628	19.61248	38.72265	0.36	0.02	0.000088	2.05	8.013	40.6268	1548.755	1350
1004.92	1013.544	21.5471	56.967	19.61248	38.72265	0.45	0.04	0.000102	2.05	8.013	40.6297	1548.772	1351
1005.68	1014.312	21.5468	56.9664	19.61249	38.72265	0.59	0.04	0.000091	2.05	8.013	40.6292	1548.784	1352
1006.42	1015.059	21.5475	56.965	19.61249	38.72265	0.45	0.01	0.000095	2.05	8.013	40.6272	1548.795	1353
1007.32	1015.967	21.5478	56.9666	19.61249	38.72265	0.45	0.03	0.000102	2.05	8.013	40.6279	1548.812	1354
1008.15	1016.802	21.5474	56.9681	19.61249	38.72265	0.54	0.01	0.000098	2.05	8.013	40.6291	1548.826	1355
1008.73	1017.394	21.548	56.9682	19.61249	38.72265	0.45	0.04	0.000088	2.05	8.013	40.6284	1548.837	1356
1009.61	1018.279	21.5474	56.9664	19.61249	38.72265	0.45	0.01	0.000086	2.05	8.013	40.6272	1548.849	1357
1010.49	1019.174	21.5478	56.9666	19.61249	38.72265	0.54	0.02	0.000098	2.05	8.013	40.6267	1548.864	1358
1011.24	1019.927	21.5478	56.9671	19.6125	38.72264	0.36	0.01	0.000098	2.05	8.013	40.6268	1548.877	1359
1011.98	1020.677	21.5481	56.9705	19.6125	38.72264	0.74	0.02	0.000093	2.05	8.013	40.629	1548.892	1360
1012.73	1021.434	21.5484	56.9706	19.6125	38.72265	0.45	0.02	0.000091	2.05	8.013	40.6286	1548.905	1361
1013.55	1022.268	21.5491	56.9688	19.6125	38.72264	0.63	0.04	0.000098	2.05	8.013	40.6261	1548.918	1362
1014.43	1023.158	21.5478	56.9727	19.6125	38.72264	0.2	0.02	0.000094	2.05	8.013	40.6302	1548.934	1363
1015.19	1023.922	21.549	56.9703	19.6125	38.72264	0.18	0.01	0.000091	2.05	8.013	40.6269	1548.946	1364
1015.86	1024.6	21.5488	56.9713	19.6125	38.72265	0.45	0.01	0.0001	2.05	8.012	40.6276	1548.958	1365
1016.62	1025.366	21.5493	56.971	19.6125	38.72265	0.54	0.01	0.000082	2.05	8.012	40.6266	1548.971	1366
1017.47	1026.23	21.5496	56.9745	19.6125	38.72265	0.45	0.01	0.000097	2.05	8.012	40.6288	1548.988	1367
1018.36	1027.129	21.5496	56.9743	19.6125	38.72265	0.61	0	0.00009	2.05	8.012	40.6284	1549.003	1368
1019.13	1027.903	21.5501	56.9748	19.6125	38.72265	0.54	0	0.000097	2.05	8.012	40.628	1549.016	1369
1019.72	1028.508	21.5493	56.9761	19.6125	38.72265	0.54	0.01	0.000089	2.05	8.012	40.6296	1549.026	1370
1020.52	1029.309	21.5509	56.9765	19.6125	38.72265	0.38	0.02	0.000107	2.05	8.012	40.628	1549.042	1371
1021.44	1030.247	21.5506	56.9779	19.6125	38.72265	0.72	0	0.0001	2.05	8.012	40.6292	1549.058	1372
1022.21	1031.019	21.55	56.9767	19.6125	38.72265	0.27	0.02	0.0001	2.05	8.012	40.6285	1549.069	1373
1023.02	1031.842	21.5501	56.9773	19.6125	38.72265	0.45	0.01	0.000091	2.05	8.012	40.6286	1549.083	1374
1023.76	1032.59	21.5509	56.978	19.6125	38.72265	0.72	0.01	0.000102	2.05	8.012	40.6281	1549.097	1375
1024.47	1033.31	21.5507	56.98	19.6125	38.72265	0.45	0	0.000094	2.05	8.012	40.6296	1549.11	1376
1025.29	1034.133	21.5513	56.9784	19.6125	38.72265	0.54	0.04	0.000102	2.05	8.012	40.6275	1549.123	1377
1026.05	1034.909	21.5511	56.9774	19.6125	38.72265	0.72	0.01	0.000093	2.06	8.012	40.6266	1549.134	1378
1026.91	1035.772	21.551	56.9808	19.6125	38.72265	0.63	0.03	0.000095	2.06	8.012	40.6291	1549.151	1379
1027.77	1036.642	21.5517	56.9819	19.6125	38.72265	0.45	0.01	0.000097	2.06	8.012	40.629	1549.167	1380
1028.36	1037.244	21.5507	56.98	19.6125	38.72265	0.63	0.01	0.000096	2.06	8.012	40.6282	1549.174	1381
1029.17	1038.06	21.5518	56.9804	19.6125	38.72265	0.63	0	0.000107	2.06	8.012	40.6272	1549.189	1382
1030.01	1038.908	21.5513	56.9805	19.6125	38.72265	0.36	0	0.000098	2.06	8.012	40.6274	1549.202	1383
1030.88	1039.788	21.5514	56.9824	19.6125	38.72266	0.58	0.01	0.000101	2.06	8.012	40.6285	1549.218	1384
1031.66	1040.579	21.5526	56.9844	19.6125	38.72266	0.36	0	0.000098	2.06	8.012	40.6288	1549.235	1385
1032.32	1041.249	21.552	56.984	19.6125	38.72266	0.63	0.01	0.0001	2.06	8.011	40.6288	1549.244	1386
1033.11	1042.045	21.5525	56.982	19.6125	38.72266	0.72	0.02	0.0001	2.06	8.011	40.6264	1549.256	1387
1033.92	1042.862	21.5525	56.9823	19.6125	38.72266	0.63	0.01	0.000104	2.06	8.011	40.6264	1549.27	1388
1034.78	1043.736	21.5525	56.9844	19.6125	38.72266	0.47	0	0.000109	2.06	8.011	40.6277	1549.286	1389
1035.65	1044.612	21.5531	56.986	19.6125	38.72266	0.72	0.01	0.000091	2.06	8.011	40.6281	1549.302	1390
1036.24	1045.209	21.5521	56.986	19.6125	38.72266	0.18	0.01	0.000098	2.06	8.011	40.6288	1549.31	1391
1036.96	1045.938	21.5529	56.9863	19.6125	38.72266	0.54	0.02	0.000095	2.06	8.011	40.628	1549.324	1392
1037.91	1046.901	21.5525	56.986	19.6125	38.72266	0.72	0.01	0.000091	2.06	8.011	40.6278	1549.339	1393
1038.67	1047.663	21.5534	56.9889	19.6125	38.72266	0.45	0.01	0.0001	2.06	8.011	40.629	1549.355	1394
1039.41	1048.416	21.5538	56.9893	19.6125	38.72266	0.54	0.01	0.000131	2.06	8.011	40.6287	1549.368	1395
1040.25	1049.263	21.5532	56.9884	19.6125	38.72267	0.45	0.01	0.000098	2.07	8.011	40.6282	1549.38	1396
1041.05	1050.072	21.5546	56.9914	19.6125	38.72267	0.54	0.01	0.000102	2.07	8.011	40.6291	1549.398	1397
1041.76	1050.786	21.5539	56.9915	19.6125	38.72267	0.36	0.01	0.000084	2.07	8.011	40.6295	1549.409	1398
1042.51	1051.547	21.5542	56.9896	19.61249	38.72267	0.36	0.02	0.000098	2.07	8.011	40.6274	1549.42	1399
1043.33	1052.381	21.5544	56.9907	19.61249	38.72267	0.24	0.04	0.00011	2.07	8.011	40.6278	1549.434	1400
1044.18	1053.232	21.555	56.9926	19.61249	38.72267	0.63	0.01	0.000091	2.07	8.011	40.6285	1549.451	1401
1044.95	1054.013	21.5547	56.9907	19.61249	38.72268	0.45	0.02	0.000091	2.07	8.011	40.627	1549.461	1402
1045.62	1054.693	21.5547	56.9952	19.61249	38.72268	0.72	0.03	0.000095	2.07	8.011	40.6304	1549.476	1403
1046.4	1055.477	21.5545	56.993	19.61249	38.72268	0.63	0.04	0.000088	2.07	8.011	40.6285	1549.487	1404
1047.3	1056.395	21.5546	56.9931	19.61249	38.72268	0.36	0.02	0.000094	2.07	8.011	40.6281	1549.502	1405
1048	1057.094	21.5547	56.9936	19.61249	38.72268	0.36	0.01	0.000095	2.07	8.011	40.6282	1549.514	1406
1048.73	1057.838	21.5551	56.9943	19.61248	38.72268	0.63	0.02	0.000091	2.07	8.011	40.6281	1549.527	1407
1049.64	1058.755	21.5551	56.9947	19.61248	38.72268	0.38	0.02	0.0001	2.07	8.011	40.628	1549.542	1408
1050.33	1059.452	21.5559	56.9957	19.61248	38.72268	0.72	0.01	0.000091	2.07	8.011	40.6279	1549.556	1409
1051.03	1060.16	21.5558	56.9961	19.61248	38.72268	0.63	0	0.000097	2.07	8.011	40.6281	1549.568	1410
1051.93	1061.074	21.5562	56.997	19.61248	38.72269	0.18	0.02	0.000088	2.07	8.011	40.628	1549.584	1411
1052.77	1061.928	21.556	56.9979	19.61248	38.72269	0.36	0.01	0.000111	2.07	8.012	40.6286	1549.598	1412
1053.52	1062.685	21.5564	56.9967	19.61247	38.72269	0.45	0.01	0.000095	2.07	8.012	40.6271	1549.61	1413
1054.13	1063.299	21.5562	56.9998	19.61247	38.72269	0.09	0.01	0.000098	2.07	8.012	40.6295	1549.623	1414
1054.95	1064.13	21.556	56.9971	19.61247	38.72269	0.45	0.01	0.000089	2.07	8.011	40.6272	1549.633	1415
1055.94	1065.126	21.5566	56.9992	19.61247	38.72269	0.67	0.01	0.000099	2.07	8.012	40.628	1549.652	1416
1056.6	1065.797	21.5571	57.0002	19.61247	38.72269	0.54	0.02	0.000095	2.07	8.012	40.6281	1549.665	1417
1057.4	1066.609	21.557	57.0013	19.61247	38.72269	0.36	0.04	0.000095	2.07	8.012	40.6287	1549.679	1418
1058.26	1067.472	21.5574	57.0007	19.61246	38.72269	0.18	0.01	0.000097	2.07	8.012	40.6275	1549.693	1419
1058.96	1068.183	21.5571	57.003	19.61246	38.72269	0.45	0.01	0.000091	2.07	8.012	40.6295	1549.706	1420
1059.77	1069.006	21.5572	57.0008	19.61246	38.7227	0.58	0.01	0.000095	2.07	8.012	40.6272	1549.717	1421
1060.58	1069.823	21.5572	57.0018	19.61246	38.7227	0.27	0.04	0.000106	2.07	8.012	40.6278	1549.732	1422
1061.46	1070.708	21.5574	57.0025	19.61246	38.7227	0.45	0.03	0.000093	2.07	8.012	40.6279	1549.747	1423
1062.32	1071.579	21.5579	57.0045	19.61246	38.7227	0.62	0	0.000088	2.07	8.012	40.6286	1549.764	1424
1062.97	1072.239	21.5577	57.0021	19.61246	38.7227	0.27	0.02	0.000089	2.07	8.012	40.6267	1549.772	1425
1063.67	1072.942	21.5575	57.0026	19.61245	38.7227	0.36	0.01	0.000091	2.07	8.012	40.627	1549.783	1426
1064.53	1073.82	21.5579	57.0039	19.61245	38.7227	0.45	0.01	0.000091	2.07	8.012	40.6274	1549.799	1427
1065.45	1074.748	21.558	57.0045	19.61245	38.7227	0.36	0	0.000089	2.07	8.012	40.6274	1549.815	1428
1066.32	1075.622	21.5585	57.0051	19.61245	38.7227	0.26	0.01	0.0001	2.07	8.012	40.6272	1549.831	1429
1066.95	1076.262	21.5588	57.0062	19.61245	38.7227	0.27	0.01	0.000089	2.07	8.012	40.6274	1549.843	1430
1067.62	1076.94	21.5588	57.0058	19.61245	38.7227	0.63	0	0.000091	2.07	8.012	40.6269	1549.853	1431
1068.51	1077.84	21.5588	57.0083	19.61244	38.72271	0.45	0.01	0.000098	2.07	8.012	40.6286	1549.87	1432
1069.4	1078.742	21.5592	57.0099	19.61244	38.72271	0.45	0.01	0.000095	2.07	8.012	40.6292	1549.887	1433
1070.28	1079.63	21.5589	57.0079	19.61244	38.72271	0.36	-0.01	0.000098	2.07	8.012	40.6275	1549.899	1434
1070.92	1080.275	21.5595	57.01	19.61244	38.72271	0.45	0	0.000088	2.07	8.013	40.6285	1549.912	1435
1071.55	1080.918	21.5594	57.0099	19.61244	38.72271	0.27	0.03	0.000091	2.07	8.012	40.6282	1549.922	1436
1072.5	1081.876	21.5597	57.0102	19.61244	38.72271	0.46	0.01	0.000109	2.06	8.013	40.6278	1549.938	1437
1073.3	1082.688	21.5607	57.0122	19.61244	38.72271	0.63	0.03	0.000095	2.06	8.013	40.6282	1549.955	1438
1074.11	1083.501	21.5604	57.0105	19.61244	38.72271	0.63	0	0.000098	2.06	8.013	40.6269	1549.966	1439
1074.94	1084.341	21.56	57.0131	19.61244	38.72271	0.54	0.01	0.000102	2.06	8.012	40.629	1549.981	1440
1075.47	1084.879	21.5604	57.0125	19.61243	38.72271	0.54	0	0.000089	2.06	8.012	40.6279	1549.99	1441
1076.34	1085.763	21.5604	57.0135	19.61243	38.72272	0.27	0.01	0.000093	2.06	8.012	40.6285	1550.005	1442
1077.32	1086.752	21.56	57.0132	19.61243	38.72272	0.81	0	0.000088	2.06	8.012	40.6282	1550.021	1443
1077.9	1087.339	21.5613	57.0156	19.61243	38.72272	0.72	0.02	0.000111	2.06	8.012	40.6287	1550.034	1444
1078.72	1088.164	21.5611	57.0156	19.61243	38.72272	0.3	0.01	0.000094	2.06	8.012	40.6286	1550.047	1445
1079.56	1089.012	21.5608	57.0139	19.61243	38.72272	0.81	0	0.000089	2.06	8.012	40.6272	1550.059	1446
1080.26	1089.727	21.5603	57.0179	19.61243	38.72272	0.72	0.03	0.000093	2.06	8.012	40.6306	1550.074	1447
1081.06	1090.528	21.5611	57.0165	19.61243	38.72272	0.6	0.01	0.000094	2.07	8.013	40.6285	1550.087	1448
1081.72	1091.203	21.5612	57.0161	19.61244	38.72273	0.45	0.01	0.000097	2.07	8.013	40.6278	1550.097	1449
1082.52	1092.012	21.561	57.0163	19.61244	38.72273	0.54	0	0.000091	2.07	8.013	40.6279	1550.11	1450
1083.4	1092.903	21.5616	57.0178	19.61244	38.72273	0.27	0.01	0.000089	2.07	8.013	40.6281	1550.127	1451
1084.17	1093.683	21.5616	57.0199	19.61244	38.72273	0.72	0.05	0.000081	2.07	8.013	40.6295	1550.142	1452
1084.8	1094.316	21.562	57.0202	19.61244	38.72274	0.5	0	0.000088	2.07	8.013	40.6291	1550.153	1453
1085.45	1094.976	21.5621	57.0201	19.61244	38.72274	0.27	0.01	0.000084	2.07	8.013	40.6288	1550.164	1454
1086.35	1095.879	21.5618	57.0222	19.61244	38.72274	0.54	0.05	0.000091	2.07	8.013	40.6304	1550.18	1455
1087.17	1096.715	21.5626	57.0201	19.61244	38.72274	0.49	0.02	0.000119	2.07	8.013	40.6276	1550.193	1456
1087.9	1097.453	21.5627	57.0199	19.61244	38.72274	0.45	0.01	0.000086	2.07	8.013	40.6273	1550.204	1457
1088.58	1098.136	21.5626	57.0218	19.61245	38.72275	0.45	0.01	0.0001	2.07	8.013	40.6286	1550.217	1458
1089.24	1098.802	21.5638	57.0216	19.61245	38.72275	0.54	0.01	0.000093	2.07	8.013	40.627	1550.23	1459
1090.08	1099.661	21.5627	57.0226	19.61245	38.72275	0.63	0	0.000102	2.07	8.013	40.6285	1550.243	1460
1090.98	1100.567	21.5629	57.0239	19.61245	38.72276	0.51	0.02	0.000108	2.07	8.012	40.6291	1550.259	1461
1091.63	1101.227	21.5634	57.0239	19.61245	38.72276	0.54	0.02	0.000102	2.07	8.012	40.6284	1550.27	1462
1092.19	1101.789	21.5634	57.0252	19.61246	38.72276	0.45	-0.01	0.000091	2.07	8.012	40.6292	1550.281	1463
1093.06	1102.666	21.5637	57.0248	19.61246	38.72276	0.45	0.01	0.000087	2.07	8.012	40.6283	1550.295	1464
1093.97	1103.586	21.5641	57.026	19.61246	38.72276	0.27	0.03	0.000088	2.07	8.012	40.6285	1550.312	1465
1094.5	1104.125	21.5637	57.024	19.61246	38.72277	0.54	0.02	0.000097	2.07	8.012	40.6272	1550.318	1466
1095.24	1104.877	21.565	57.0255	19.61247	38.72277	0.27	0.01	0.000086	2.06	8.012	40.6268	1550.333	1467
1096.07	1105.711	21.5643	57.0272	19.61247	38.72277	0.45	0.03	0.000089	2.06	8.012	40.6285	1550.347	1468
1096.79	1106.443	21.5638	57.0271	19.61247	38.72277	0.58	0.02	0.000096	2.06	8.012	40.6287	1550.358	1469
1097.59	1107.253	21.5641	57.029	19.61247	38.72277	0.36	0.03	0.000327	2.06	8.012	40.6297	1550.374	1470
1098.19	1107.858	21.5652	57.029	19.61248	38.72278	0.72	-0.01	0.000114	2.06	8.012	40.6284	1550.385	1471
1098.92	1108.595	21.5645	57.03	19.61248	38.72278	0.63	0.01	0.000094	2.06	8.012	40.6296	1550.397	1472
1099.76	1109.447	21.5651	57.0291	19.61248	38.72278	0.45	0.01	0.000084	2.06	8.012	40.6279	1550.411	1473
1100.49	1110.188	21.5645	57.0313	19.61249	38.72278	0.45	0.02	0.000089	2.06	8.012	40.63	1550.424	1474
1101.2	1110.904	21.5648	57.0316	19.61249	38.72279	0.45	0.01	0.000091	2.06	8.012	40.6297	1550.436	1475
1101.92	1111.628	21.5656	57.0304	19.6125	38.72279	0.27	0.03	0.000089	2.06	8.012	40.6278	1550.448	1476
1102.61	1112.325	21.5655	57.0314	19.6125	38.72279	0.51	0.03	0.000093	2.06	8.012	40.6284	1550.46	1477
1103.36	1113.084	21.5654	57.0322	19.6125	38.72279	0.45	0.02	0.000088	2.06	8.012	40.6289	1550.473	1478
1104.14	1113.875	21.5661	57.0308	19.61251	38.72279	0.45	0.03	0.000095	2.06	8.012	40.6268	1550.486	1479
1104.83	1114.571	21.5662	57.0331	19.61251	38.72279	0.67	0	0.000099	2.06	8.012	40.6283	1550.499	1480
1105.61	1115.365	21.5661	57.0334	19.61251	38.72279	0.18	0.01	0.000097	2.06	8.012	40.6284	1550.512	1481
1106.31	1116.068	21.5664	57.0351	19.61252	38.7228	0.72	0.01	0.000089	2.07	8.012	40.6292	1550.526	1482
1107.04	1116.815	21.5663	57.0341	19.61252	38.7228	0.72	0.02	0.000095	2.07	8.012	40.6283	1550.537	1483
1107.81	1117.592	21.5666	57.0351	19.61252	38.7228	0.36	0.02	0.000097	2.07	8.012	40.6284	1550.551	1484
1108.41	1118.198	21.5662	57.0372	19.61253	38.7228	0.26	0.01	0.000096	2.07	8.012	40.6303	1550.562	1485
1109.21	1119.001	21.5668	57.0369	19.61253	38.72281	0.36	0.01	0.000125	2.07	8.012	40.6292	1550.575	1486
1110.08	1119.881	21.5667	57.0391	19.61253	38.72281	0.36	0.02	0.000089	2.07	8.012	40.6307	1550.592	1487
1110.7	1120.513	21.567	57.0397	19.61254	38.72281	0.5	0.01	0.00009	2.07	8.012	40.6308	1550.603	1488
1111.39	1121.206	21.5666	57.0395	19.61254	38.72281	0.72	0.02	0.000102	2.07	8.012	40.6307	1550.613	1489
1112.12	1121.951	21.5669	57.0379	19.61254	38.72281	0.45	0.04	0.00012	2.07	8.012	40.6289	1550.624	1490
1112.9	1122.742	21.5668	57.0385	19.61254	38.72281	0.45	0	0.000086	2.07	8.012	40.6291	1550.638	1491
1113.7	1123.544	21.5674	57.0409	19.61255	38.72281	0.36	0	0.000089	2.07	8.012	40.6302	1550.654	1492
1114.33	1124.184	21.5676	57.0421	19.61255	38.72281	0.71	0.01	0.000088	2.07	8.012	40.6308	1550.665	1493
1114.98	1124.839	21.5675	57.0419	19.61255	38.72281	0.54	0.01	0.000098	2.07	8.012	40.6304	1550.676	1494
1115.79	1125.666	21.5684	57.0406	19.61256	38.72282	0.36	0.04	0.000098	2.07	8.012	40.6283	1550.689	1495
1116.58	1126.466	21.5682	57.0452	19.61256	38.72282	0.52	0.02	0.000096	2.08	8.012	40.6319	1550.706	1496
1117.29	1127.176	21.5681	57.0439	19.61257	38.72282	0.63	0.01	0.000086	2.08	8.012	40.6307	1550.716	1497
1118.02	1127.919	21.568	57.0445	19.61257	38.72282	0.63	0.03	0.000097	2.08	8.012	40.631	1550.729	1498
1118.64	1128.549	21.5689	57.0454	19.61257	38.72282	0.72	0.02	0.000088	2.08	8.012	40.6306	1550.741	1499
1119.31	1129.219	21.5686	57.0468	19.61258	38.72282	0.54	0.01	0.000091	2.08	8.012	40.6318	1550.753	1500
1120.23	1130.157	21.5687	57.0449	19.61258	38.72282	0.67	0.01	0.000096	2.08	8.012	40.6298	1550.766	1501
1121.01	1130.939	21.569	57.0474	19.61258	38.72282	0.54	0.01	0.000084	2.08	8.012	40.6312	1550.782	1502
1121.53	1131.472	21.5688	57.0463	19.61259	38.72283	0.45	0.01	0.000086	2.08	8.012	40.6305	1550.789	1503
1122.28	1132.223	21.5692	57.0452	19.61259	38.72283	0.43	0.03	0.000089	2.08	8.011	40.6288	1550.801	1504
1123.16	1133.116	21.5693	57.0481	19.61259	38.72283	0.54	0.01	0.000102	2.08	8.012	40.6308	1550.818	1505
1123.89	1133.852	21.5694	57.0483	19.61259	38.72283	0.36	0.01	0.000088	2.09	8.012	40.6306	1550.83	1506
1124.47	1134.445	21.5693	57.0487	19.6126	38.72283	0.36	0.01	0.000084	2.09	8.012	40.6308	1550.84	1507
1125.28	1135.263	21.5701	57.0494	19.6126	38.72283	0.81	0.01	0.000098	2.09	8.012	40.6303	1550.855	1508
1126.14	1136.128	21.57	57.0485	19.6126	38.72283	0.47	0.01	0.000088	2.09	8.012	40.6293	1550.869	1509
1126.84	1136.84	21.5704	57.0501	19.6126	38.72283	0.54	0	0.000082	2.09	8.012	40.6301	1550.882	1510
1127.48	1137.485	21.5703	57.0492	19.61261	38.72283	0.45	0.02	0.0001	2.09	8.012	40.6291	1550.891	1511
1128.24	1138.255	21.5706	57.0512	19.61261	38.72283	0.38	0.01	0.000094	2.09	8.012	40.6302	1550.906	1512
1129.04	1139.064	21.5705	57.0501	19.61261	38.72283	0.9	0.02	0.000089	2.09	8.012	40.6291	1550.918	1513
1129.85	1139.881	21.5709	57.0522	19.61261	38.72283	0.72	0.01	0.000095	2.09	8.011	40.6301	1550.934	1514
1130.53	1140.574	21.571	57.0547	19.61261	38.72283	0.63	0.01	0.000102	2.09	8.011	40.6318	1550.948	1515
1131.21	1141.257	21.5714	57.0538	19.61261	38.72283	0.72	-0.01	0.000089	2.09	8.011	40.6305	1550.959	1516
1132.03	1142.093	21.5717	57.0535	19.61262	38.72283	0.4	0.01	0.000093	2.1	8.011	40.6296	1550.972	1517
1132.87	1142.937	21.5713	57.0559	19.61262	38.72283	0.45	0.02	0.000095	2.1	8.011	40.6316	1550.988	1518
1133.62	1143.695	21.572	57.0547	19.61262	38.72283	0.27	0.01	0.000093	2.1	8.012	40.6297	1551	1519
1134.37	1144.458	21.572	57.0565	19.61263	38.72283	0.47	0.01	0.000089	2.1	8.012	40.6309	1551.014	1520
1135.11	1145.203	21.5716	57.0563	19.61263	38.72283	0.45	0	0.000089	2.1	8.012	40.6308	1551.025	1521
1135.88	1145.984	21.5721	57.0553	19.61263	38.72283	0.45	0.01	0.000089	2.1	8.013	40.6293	1551.038	1522
1136.74	1146.859	21.5725	57.0573	19.61263	38.72283	0.45	0.01	0.000097	2.1	8.013	40.6302	1551.054	1523
1137.6	1147.726	21.5729	57.0589	19.61263	38.72282	0.63	0.02	0.000095	2.1	8.013	40.6309	1551.07	1524
1138.25	1148.382	21.5722	57.0578	19.61263	38.72282	0.68	0.02	0.000088	2.1	8.013	40.6303	1551.079	1525
1139.04	1149.177	21.5724	57.0581	19.61264	38.72282	0.18	0.02	0.000093	2.1	8.013	40.6301	1551.092	1526
1139.87	1150.025	21.5733	57.0589	19.61264	38.72282	0.72	0.01	0.000095	2.1	8.013	40.6296	1551.108	1527
1140.71	1150.867	21.573	57.061	19.61264	38.72282	0.49	0.04	0.000087	2.1	8.013	40.6312	1551.123	1528
1141.57	1151.739	21.5729	57.0617	19.61264	38.72282	0.45	0.01	0.000086	2.1	8.013	40.6316	1551.138	1529
1142.31	1152.485	21.5737	57.061	19.61264	38.72281	0.63	0.03	0.000086	2.1	8.013	40.63	1551.151	1530
1143.03	1153.219	21.5735	57.0612	19.61264	38.72281	0.72	0.02	0.000104	2.1	8.013	40.6301	1551.162	1531
1143.87	1154.07	21.5739	57.062	19.61265	38.72281	0.45	0	0.000084	2.1	8.013	40.6301	1551.178	1532
1144.71	1154.919	21.5738	57.0631	19.61265	38.72281	0.47	0.01	0.000097	2.1	8.013	40.6308	1551.192	1533
1145.55	1155.764	21.5734	57.0646	19.61265	38.72281	0.54	0	0.000089	2.1	8.013	40.632	1551.207	1534
1146.33	1156.553	21.5745	57.063	19.61265	38.7228	0.45	0.02	0.000089	2.1	8.013	40.6294	1551.22	1535
1147.04	1157.278	21.5747	57.065	19.61265	38.7228	0.38	0.02	0.000093	2.1	8.013	40.6306	1551.234	1536
1147.9	1158.149	21.5742	57.0651	19.61265	38.7228	0.72	0.04	0.000082	2.1	8.013	40.6308	1551.247	1537
1148.81	1159.069	21.5741	57.0652	19.61266	38.72279	0.45	0.01	0.000089	2.1	8.013	40.6307	1551.262	1538
1149.53	1159.796	21.5748	57.0667	19.61266	38.72279	0.36	0	0.000095	2.1	8.013	40.631	1551.276	1539
1150.25	1160.526	21.5756	57.0692	19.61266	38.72279	0.36	0.04	0.000109	2.1	8.013	40.632	1551.292	1540
1151.14	1161.421	21.5753	57.0672	19.61266	38.72279	0.49	0.02	0.000089	2.1	8.014	40.6303	1551.304	1541
1152.05	1162.347	21.5755	57.0711	19.61266	38.72278	0.18	0.01	0.000089	2.1	8.014	40.6329	1551.322	1542
1152.86	1163.164	21.5758	57.0677	19.61266	38.72278	0.18	0.03	0.000089	2.1	8.014	40.6296	1551.333	1543
1153.54	1163.852	21.5762	57.0691	19.61267	38.72278	0.45	0.01	0.000084	2.1	8.014	40.6301	1551.346	1544
1154.3	1164.619	21.5756	57.0684	19.61267	38.72277	0.72	0	0.000097	2.09	8.014	40.6298	1551.357	1545
1155.21	1165.542	21.5755	57.0699	19.61267	38.72277	0.36	0	0.000084	2.09	8.014	40.6308	1551.373	1546
1156.07	1166.406	21.5766	57.0691	19.61267	38.72277	0.54	0	0.000088	2.09	8.014	40.6288	1551.388	1547
1156.85	1167.199	21.5771	57.0717	19.61267	38.72277	0.18	0.01	0.000091	2.09	8.014	40.6302	1551.404	1548
1157.64	1167.998	21.5767	57.072	19.61267	38.72276	0.68	0.01	0.000104	2.09	8.014	40.6305	1551.417	1549
