depth	pressure	temperature	conductivity	latitude	longitude	ECO-CDOM	ECO-Chl(a)	ECO-SCATT	Oxygen_mg/L	pH	salinity	Sound_Velocity_(calc)	time
1158.4	1168.771	21.5766	57.0721	19.61267	38.72276	0.63	0.02	0.000086	2.09	8.014	40.6303	1551.429	1550
1159.2	1169.575	21.5767	57.0722	19.61267	38.72276	0.45	0.01	0.000084	2.09	8.014	40.6301	1551.442	1551
1160.04	1170.429	21.5778	57.0733	19.61267	38.72276	0.67	0	0.000087	2.09	8.014	40.6297	1551.459	1552
1160.87	1171.27	21.5772	57.0747	19.61267	38.72276	0.27	0.02	0.000089	2.09	8.014	40.631	1551.473	1553
1161.64	1172.044	21.5769	57.0745	19.61267	38.72275	0.36	0.02	0.00032	2.1	8.014	40.6309	1551.485	1554
1162.46	1172.873	21.5776	57.0758	19.61267	38.72275	0.45	0.01	0.000088	2.1	8.014	40.6309	1551.501	1555
1163.25	1173.676	21.578	57.0742	19.61267	38.72275	0.45	0.01	0.000088	2.1	8.014	40.629	1551.513	1556
1164.02	1174.458	21.5777	57.0754	19.61267	38.72274	0.31	0.02	0.000092	2.1	8.014	40.6299	1551.526	1557
1164.87	1175.317	21.5784	57.0772	19.61267	38.72274	0.27	0	0.000091	2.1	8.014	40.6304	1551.543	1558
1165.68	1176.132	21.5784	57.0774	19.61267	38.72274	0.45	0	0.000089	2.1	8.014	40.6303	1551.556	1559
1166.49	1176.956	21.5784	57.0801	19.61267	38.72274	0.5	0.02	0.000091	2.1	8.014	40.6321	1551.572	1560
1167.29	1177.763	21.5789	57.078	19.61267	38.72274	0.36	-0.01	0.000093	2.1	8.014	40.6297	1551.584	1561
1168.07	1178.552	21.579	57.0793	19.61267	38.72274	0.45	0.02	0.000091	2.1	8.014	40.6304	1551.598	1562
1168.84	1179.336	21.5796	57.0778	19.61267	38.72274	0.45	0.01	0.000097	2.1	8.014	40.6283	1551.61	1563
1169.63	1180.134	21.5791	57.0814	19.61267	38.72274	0.18	-0.01	0.000089	2.1	8.014	40.6314	1551.626	1564
1170.45	1180.956	21.5791	57.0791	19.61267	38.72274	0.45	0.01	0.000087	2.1	8.014	40.6293	1551.637	1565
1171.25	1181.774	21.5793	57.0826	19.61267	38.72273	0.27	0	0.000097	2.1	8.014	40.6316	1551.654	1566
1172.05	1182.577	21.5794	57.0828	19.61267	38.72273	0.72	0.04	0.000093	2.1	8.014	40.6314	1551.667	1567
1172.88	1183.415	21.5797	57.0807	19.61267	38.72273	0.56	0.01	0.000088	2.1	8.015	40.6292	1551.679	1568
1173.54	1184.087	21.5803	57.082	19.61267	38.72273	0.36	0.02	0.000088	2.1	8.015	40.6294	1551.692	1569
1174.31	1184.862	21.5806	57.0833	19.61267	38.72273	0.54	0	0.000084	2.1	8.015	40.6299	1551.706	1570
1175.13	1185.693	21.5807	57.0824	19.61267	38.72273	0.63	0.01	0.000093	2.1	8.015	40.6287	1551.719	1571
1175.97	1186.546	21.5804	57.0845	19.61267	38.72273	0.45	-0.01	0.000093	2.1	8.015	40.6304	1551.734	1572
1176.76	1187.342	21.5813	57.0853	19.61267	38.72273	0.58	0.01	0.000092	2.1	8.015	40.6299	1551.749	1573
1177.46	1188.051	21.5811	57.0856	19.61266	38.72273	0.63	0.04	0.000098	2.1	8.015	40.63	1551.761	1574
1178.21	1188.816	21.5813	57.0852	19.61266	38.72273	0.54	0.01	0.000091	2.11	8.015	40.6293	1551.773	1575
1179.01	1189.619	21.5811	57.0872	19.61266	38.72273	0.5	0.01	0.000093	2.11	8.015	40.6308	1551.788	1576
1179.81	1190.429	21.582	57.0886	19.61266	38.72273	0.54	0	0.000091	2.11	8.015	40.6309	1551.803	1577
1180.58	1191.212	21.5818	57.0884	19.61266	38.72273	0.18	0.03	0.000113	2.11	8.015	40.6305	1551.816	1578
1181.35	1191.992	21.5817	57.0902	19.61266	38.72273	0.72	0.01	0.000091	2.11	8.015	40.6318	1551.83	1579
1182.16	1192.813	21.5823	57.0881	19.61266	38.72273	0.45	0.04	0.000082	2.11	8.015	40.6292	1551.842	1580
1182.95	1193.609	21.5818	57.0892	19.61265	38.72273	0.56	0.01	0.000086	2.11	8.015	40.6303	1551.855	1581
1183.68	1194.351	21.5824	57.0909	19.61265	38.72273	0.54	0.01	0.000095	2.11	8.015	40.6308	1551.87	1582
1184.46	1195.14	21.5827	57.0913	19.61265	38.72272	0.36	0.03	0.000098	2.11	8.015	40.6306	1551.883	1583
1185.29	1195.979	21.5825	57.0889	19.61265	38.72272	0.63	0.03	0.00009	2.12	8.015	40.6286	1551.894	1584
1186.14	1196.838	21.5831	57.092	19.61264	38.72272	0.54	0	0.000089	2.12	8.015	40.6302	1551.912	1585
1186.95	1197.651	21.5823	57.0909	19.61264	38.72272	0.36	0	0.000084	2.12	8.015	40.6298	1551.923	1586
1187.67	1198.386	21.5833	57.0954	19.61264	38.72272	0.45	-0.01	0.000086	2.12	8.015	40.6321	1551.941	1587
1188.38	1199.108	21.5839	57.0941	19.61264	38.72272	0.36	0	0.000086	2.12	8.015	40.6304	1551.952	1588
1189.22	1199.948	21.5836	57.0938	19.61263	38.72272	0.41	0.03	0.000088	2.12	8.015	40.63	1551.965	1589
1190.14	1200.885	21.5843	57.0945	19.61263	38.72272	0.54	0	0.000088	2.12	8.015	40.6296	1551.982	1590
1190.97	1201.726	21.5851	57.0951	19.61263	38.72272	0.36	0	0.000106	2.12	8.015	40.6291	1551.997	1591
1191.6	1202.359	21.5849	57.0975	19.61262	38.72272	0.72	0.01	0.000089	2.12	8.015	40.6309	1552.009	1592
1192.31	1203.082	21.5842	57.0942	19.61262	38.72272	0.54	0.02	0.000098	2.12	8.015	40.6286	1552.017	1593
1193.19	1203.968	21.5849	57.0967	19.61262	38.72272	0.45	0.01	0.000088	2.12	8.015	40.6297	1552.035	1594
1194.06	1204.853	21.5848	57.0986	19.61261	38.72272	0.27	0.01	0.000089	2.12	8.015	40.6311	1552.051	1595
1194.9	1205.7	21.5845	57.0986	19.61261	38.72272	0.63	0.02	0.000089	2.12	8.015	40.631	1552.064	1596
1195.67	1206.476	21.5852	57.0985	19.61261	38.72272	0.65	0	0.000095	2.13	8.015	40.63	1552.078	1597
1196.27	1207.091	21.5854	57.1001	19.6126	38.72271	0.27	0.01	0.000089	2.13	8.015	40.6309	1552.089	1598
1197.08	1207.91	21.5853	57.0991	19.6126	38.72271	0.54	0.03	0.000097	2.13	8.015	40.6299	1552.101	1599
1197.98	1208.823	21.5862	57.1005	19.6126	38.72271	0.47	0.02	0.000091	2.13	8.015	40.6298	1552.119	1600
1198.84	1209.689	21.5858	57.1014	19.61259	38.72271	0.36	0.01	0.000088	2.13	8.015	40.6306	1552.133	1601
1199.66	1210.517	21.5861	57.1014	19.61259	38.72271	0.63	0.04	0.000095	2.13	8.015	40.63	1552.147	1602
1200.29	1211.158	21.5859	57.1015	19.61259	38.72271	0.27	0.01	0.000086	2.13	8.016	40.6301	1552.157	1603
1201.05	1211.927	21.5864	57.1009	19.61258	38.72271	0.36	0.01	0.000116	2.13	8.015	40.6288	1552.17	1604
1201.92	1212.807	21.5863	57.102	19.61258	38.72271	0.5	0.02	0.000091	2.13	8.015	40.6295	1552.185	1605
1202.75	1213.649	21.5866	57.1036	19.61257	38.72271	0.54	-0.01	0.000104	2.13	8.015	40.6302	1552.201	1606
1203.63	1214.532	21.5871	57.104	19.61257	38.72271	0.45	0.01	0.000097	2.13	8.015	40.6297	1552.216	1607
1204.32	1215.234	21.5877	57.1052	19.61257	38.72271	0.4	0.02	0.000086	2.13	8.015	40.6299	1552.229	1608
1205.05	1215.971	21.5874	57.1048	19.61256	38.7227	0.45	0.01	0.000089	2.13	8.016	40.6296	1552.241	1609
1205.89	1216.827	21.5874	57.1045	19.61256	38.7227	0.36	0.02	0.000182	2.13	8.015	40.629	1552.254	1610
1206.77	1217.716	21.588	57.1086	19.61256	38.7227	0.54	0.01	0.000089	2.13	8.015	40.6314	1552.273	1611
1207.59	1218.538	21.5879	57.1084	19.61255	38.7227	0.36	0	0.000091	2.13	8.015	40.6311	1552.286	1612
1208.39	1219.356	21.5879	57.106	19.61255	38.72269	0.31	0.03	0.000105	2.13	8.015	40.6289	1552.297	1613
1209.14	1220.113	21.5883	57.1081	19.61255	38.72269	0.72	-0.01	0.000081	2.13	8.015	40.6299	1552.312	1614
1209.91	1220.891	21.5882	57.1076	19.61254	38.72269	0.45	0.01	0.000091	2.13	8.015	40.6293	1552.324	1615
1210.8	1221.793	21.5888	57.1103	19.61254	38.72269	0.77	0.02	0.000088	2.13	8.015	40.6306	1552.342	1616
1211.61	1222.61	21.5886	57.1096	19.61254	38.72268	0.45	0.01	0.000089	2.13	8.015	40.6299	1552.354	1617
1212.4	1223.413	21.5894	57.1105	19.61254	38.72268	0.45	0.01	0.000093	2.13	8.015	40.6296	1552.369	1618
1213.25	1224.267	21.5894	57.1112	19.61253	38.72268	0.54	0	0.000089	2.13	8.015	40.6299	1552.384	1619
1214.05	1225.079	21.5896	57.1108	19.61253	38.72268	0.18	0	0.000095	2.13	8.016	40.629	1552.397	1620
1214.78	1225.817	21.5894	57.1117	19.61253	38.72267	0.58	0.02	0.000094	2.13	8.016	40.6296	1552.41	1621
1215.61	1226.655	21.5894	57.1112	19.61252	38.72267	0.45	0.02	0.000089	2.13	8.016	40.629	1552.423	1622
1216.5	1227.562	21.5899	57.1122	19.61252	38.72266	0.36	0.01	0.000089	2.13	8.016	40.629	1552.439	1623
1217.39	1228.462	21.5901	57.1153	19.61252	38.72266	0.49	0.01	0.000089	2.13	8.016	40.631	1552.457	1624
1218.12	1229.2	21.5899	57.1145	19.61251	38.72266	0.18	0	0.000086	2.13	8.016	40.6303	1552.468	1625
1218.83	1229.918	21.5897	57.1156	19.61251	38.72266	0.45	0	0.000127	2.13	8.016	40.6311	1552.48	1626
1219.67	1230.769	21.5898	57.117	19.61251	38.72265	0.45	0.03	0.000089	2.13	8.015	40.6318	1552.495	1627
1220.58	1231.687	21.5904	57.1156	19.6125	38.72265	0.54	0.01	0.000098	2.13	8.015	40.6298	1552.51	1628
1221.43	1232.553	21.5912	57.1169	19.6125	38.72264	0.54	0.02	0.000092	2.13	8.015	40.6298	1552.526	1629
1222.19	1233.321	21.591	57.1179	19.6125	38.72264	0.81	0	0.000088	2.13	8.015	40.6305	1552.539	1630
1222.9	1234.035	21.5912	57.1187	19.61249	38.72264	0.45	0	0.0001	2.13	8.015	40.6306	1552.552	1631
1223.7	1234.843	21.5912	57.1188	19.61249	38.72264	0.41	0	0.000094	2.13	8.015	40.6304	1552.565	1632
1224.65	1235.804	21.5914	57.1205	19.61249	38.72263	0.81	0.03	0.000082	2.13	8.015	40.6313	1552.582	1633
1225.46	1236.627	21.5914	57.1198	19.61248	38.72263	0.54	0.01	0.000088	2.13	8.015	40.6304	1552.595	1634
1226.16	1237.337	21.5914	57.1208	19.61248	38.72263	0.36	0.01	0.000091	2.13	8.015	40.631	1552.608	1635
1226.94	1238.122	21.5923	57.1218	19.61248	38.72263	0.63	0.04	0.0001	2.13	8.015	40.6307	1552.622	1636
1227.75	1238.95	21.5918	57.1207	19.61247	38.72262	0.41	0.01	0.000088	2.13	8.015	40.63	1552.634	1637
1228.64	1239.843	21.5926	57.121	19.61247	38.72262	0.45	0.02	0.000088	2.13	8.015	40.6292	1552.65	1638
1229.46	1240.673	21.5929	57.1216	19.61247	38.72262	0.72	0	0.000086	2.13	8.015	40.629	1552.665	1639
1230.14	1241.364	21.5924	57.1234	19.61246	38.72261	0.54	0.02	0.000091	2.13	8.015	40.6307	1552.677	1640
1230.94	1242.176	21.5925	57.1228	19.61246	38.72261	0.36	0	0.000093	2.13	8.015	40.6298	1552.69	1641
1231.77	1243.009	21.5929	57.1233	19.61246	38.72261	0.63	0.01	0.000086	2.13	8.015	40.6296	1552.704	1642
1232.56	1243.815	21.5936	57.1246	19.61245	38.72261	0.72	0.02	0.000086	2.13	8.015	40.6296	1552.719	1643
1233.34	1244.604	21.5933	57.1239	19.61245	38.72261	0.45	0.02	0.000106	2.13	8.015	40.6291	1552.731	1644
1234.17	1245.444	21.5935	57.1253	19.61245	38.72261	0.59	0.03	0.000092	2.13	8.015	40.6297	1552.746	1645
1234.95	1246.237	21.5931	57.127	19.61244	38.72261	0.54	0.02	0.000093	2.13	8.015	40.6312	1552.76	1646
1235.66	1246.956	21.5939	57.1272	19.61244	38.72261	0.81	0.01	0.000086	2.14	8.015	40.6303	1552.773	1647
1236.46	1247.763	21.5943	57.1269	19.61244	38.7226	0.36	0.03	0.00009	2.13	8.015	40.6295	1552.786	1648
1237.32	1248.635	21.5937	57.129	19.61243	38.7226	0.54	0	0.000089	2.14	8.015	40.6314	1552.802	1649
1238.13	1249.454	21.5946	57.1285	19.61243	38.7226	0.45	0.01	0.000093	2.14	8.015	40.6298	1552.816	1650
1238.89	1250.223	21.5942	57.129	19.61243	38.7226	0.45	0.04	0.000088	2.14	8.015	40.6303	1552.828	1651
1239.61	1250.955	21.5947	57.1305	19.61242	38.7226	0.63	0.01	0.000095	2.14	8.015	40.6308	1552.842	1652
1240.4	1251.745	21.595	57.1302	19.61242	38.7226	0.58	0.01	0.000089	2.14	8.015	40.63	1552.855	1653
1241.2	1252.559	21.5948	57.1306	19.61242	38.7226	0.36	0	0.000086	2.14	8.015	40.6303	1552.868	1654
1242.03	1253.4	21.5948	57.1307	19.61242	38.7226	0.45	0.02	0.000097	2.14	8.015	40.63	1552.882	1655
1242.83	1254.21	21.595	57.1306	19.61241	38.7226	0.54	0.03	0.000092	2.14	8.015	40.6294	1552.896	1656
1243.56	1254.944	21.5952	57.1325	19.61241	38.7226	0.45	0.01	0.000093	2.14	8.015	40.6305	1552.909	1657
1244.33	1255.724	21.5958	57.1322	19.61241	38.7226	0.27	0	0.000086	2.14	8.015	40.6295	1552.923	1658
1245.1	1256.511	21.5958	57.1328	19.61241	38.7226	0.54	0.01	0.000093	2.14	8.015	40.6297	1552.936	1659
1245.89	1257.309	21.5958	57.1335	19.6124	38.7226	0.27	0.04	0.0001	2.14	8.015	40.63	1552.949	1660
1246.73	1258.154	21.5963	57.1336	19.6124	38.7226	0.68	0	0.000095	2.14	8.015	40.6292	1552.964	1661
1247.47	1258.906	21.5964	57.135	19.6124	38.7226	0.54	0.05	0.000088	2.14	8.015	40.63	1552.978	1662
1248.18	1259.62	21.5965	57.1379	19.61239	38.7226	0.54	0	0.000091	2.14	8.014	40.632	1552.992	1663
1249	1260.452	21.5974	57.138	19.61239	38.7226	0.32	0.01	0.000091	2.14	8.014	40.6309	1553.007	1664
1249.83	1261.291	21.5973	57.136	19.61239	38.7226	0.54	0	0.000089	2.14	8.014	40.6291	1553.019	1665
1250.58	1262.053	21.5967	57.1353	19.61239	38.7226	0.54	0.01	0.000086	2.14	8.014	40.6289	1553.029	1666
1251.32	1262.804	21.5973	57.1375	19.61239	38.7226	0.54	0.01	0.000091	2.14	8.014	40.6297	1553.045	1667
1252.07	1263.564	21.5972	57.1372	19.61238	38.7226	0.63	0.01	0.000098	2.14	8.014	40.6294	1553.056	1668
1252.92	1264.418	21.5976	57.1401	19.61238	38.7226	0.58	0	0.000118	2.14	8.014	40.6311	1553.073	1669
1253.74	1265.252	21.598	57.1399	19.61238	38.7226	0.54	0.01	0.000091	2.14	8.014	40.6302	1553.087	1670
1254.54	1266.062	21.5983	57.1394	19.61238	38.7226	0.54	0.02	0.000088	2.14	8.014	40.6292	1553.101	1671
1255.2	1266.729	21.5984	57.1414	19.61238	38.7226	0.54	0.02	0.000097	2.14	8.015	40.6305	1553.113	1672
1255.97	1267.512	21.598	57.1419	19.61238	38.7226	0.45	0.01	0.000091	2.14	8.015	40.6309	1553.126	1673
1256.83	1268.383	21.5986	57.1422	19.61238	38.7226	0.45	0.01	0.000102	2.14	8.015	40.6304	1553.141	1674
1257.69	1269.246	21.598	57.1414	19.61238	38.7226	0.54	0.01	0.000091	2.14	8.015	40.63	1553.154	1675
1258.46	1270.034	21.5999	57.1425	19.61238	38.7226	0.36	0.01	0.000091	2.14	8.015	40.6288	1553.17	1676
1259.18	1270.755	21.5992	57.1425	19.61237	38.7226	0.45	0.01	0.000089	2.14	8.015	40.6291	1553.181	1677
1259.87	1271.462	21.599	57.1442	19.61237	38.7226	0.63	0.02	0.000086	2.14	8.015	40.6305	1553.193	1678
1260.73	1272.326	21.5994	57.1433	19.61237	38.7226	0.45	0.02	0.000102	2.14	8.015	40.6291	1553.207	1679
1261.66	1273.272	21.5997	57.1457	19.61237	38.7226	0.41	0.02	0.000089	2.14	8.015	40.6304	1553.225	1680
1262.41	1274.032	21.5996	57.1446	19.61237	38.7226	0.63	0	0.000093	2.14	8.015	40.6292	1553.236	1681
1263.06	1274.687	21.5995	57.1447	19.61237	38.7226	0.54	0.01	0.000091	2.14	8.015	40.6292	1553.247	1682
1263.86	1275.495	21.5999	57.1466	19.61237	38.7226	0.54	0.01	0.0001	2.14	8.015	40.6302	1553.262	1683
1264.74	1276.389	21.5996	57.1468	19.61237	38.7226	0.18	0.02	0.000095	2.14	8.015	40.6303	1553.277	1684
1265.63	1277.284	21.6002	57.1471	19.61237	38.7226	0.41	0	0.000094	2.14	8.015	40.6296	1553.292	1685
1266.27	1277.939	21.6007	57.1476	19.61237	38.7226	0.36	0	0.000095	2.15	8.015	40.6293	1553.304	1686
1266.92	1278.591	21.6009	57.1479	19.61237	38.7226	0.18	0.01	0.000102	2.15	8.015	40.6291	1553.315	1687
1267.84	1279.523	21.6015	57.1504	19.61237	38.7226	0.59	0	0.000095	2.14	8.015	40.6302	1553.334	1688
1268.75	1280.448	21.6014	57.1497	19.61237	38.7226	0.27	0.02	0.000097	2.14	8.015	40.6294	1553.348	1689
1269.45	1281.158	21.6007	57.1495	19.61237	38.7226	0.27	0.01	0.0001	2.14	8.015	40.6297	1553.358	1690
1270.09	1281.803	21.6013	57.1492	19.61237	38.7226	0.63	0.02	0.000093	2.14	8.015	40.6287	1553.369	1691
1270.93	1282.653	21.6017	57.1511	19.61237	38.7226	0.63	0.02	0.000091	2.14	8.015	40.6295	1553.385	1692
1271.8	1283.536	21.6023	57.1523	19.61237	38.7226	0.36	0.03	0.000106	2.14	8.015	40.6296	1553.401	1693
1272.59	1284.328	21.6022	57.1516	19.61237	38.7226	0.81	0.02	0.000093	2.14	8.015	40.6288	1553.414	1694
1273.32	1285.076	21.6019	57.1538	19.61237	38.7226	0.54	0	0.000097	2.14	8.015	40.6306	1553.427	1695
1274.12	1285.884	21.602	57.1528	19.61237	38.7226	0.68	0.01	0.000089	2.14	8.015	40.6294	1553.44	1696
1274.82	1286.588	21.6026	57.155	19.61237	38.7226	0.54	0.04	0.000091	2.14	8.014	40.6304	1553.454	1697
1275.64	1287.418	21.6029	57.1566	19.61237	38.7226	0.45	0.02	0.000091	2.14	8.014	40.6311	1553.469	1698
1276.5	1288.294	21.6029	57.155	19.61237	38.7226	0.18	0	0.000102	2.14	8.014	40.6294	1553.482	1699
1277.22	1289.02	21.6031	57.1541	19.61237	38.7226	0.54	0.01	0.000084	2.13	8.014	40.6283	1553.493	1700
1277.94	1289.745	21.6028	57.1568	19.61237	38.7226	0.4	0.02	0.000096	2.13	8.015	40.6306	1553.507	1701
1278.73	1290.55	21.6033	57.1552	19.61237	38.7226	0.54	0.02	0.000097	2.13	8.015	40.6284	1553.519	1702
1279.56	1291.391	21.6033	57.1573	19.61237	38.72261	0.63	0.01	0.000086	2.13	8.015	40.6298	1553.535	1703
1280.31	1292.146	21.6034	57.1572	19.61237	38.72261	0.36	0.01	0.000097	2.13	8.015	40.6294	1553.547	1704
1281.04	1292.884	21.6034	57.1591	19.61237	38.72261	0.45	0	0.000095	2.13	8.015	40.6306	1553.561	1705
1281.79	1293.651	21.6036	57.1582	19.61237	38.72261	0.54	0.01	0.000093	2.13	8.015	40.6295	1553.573	1706
1282.59	1294.46	21.604	57.1581	19.61237	38.72261	0.54	0.01	0.000098	2.13	8.015	40.6288	1553.586	1707
1283.34	1295.214	21.6041	57.1599	19.61237	38.72261	0.45	-0.03	0.000088	2.13	8.015	40.6299	1553.6	1708
1284.06	1295.944	21.6047	57.1612	19.61237	38.72262	0.68	0.01	0.000092	2.13	8.015	40.6301	1553.614	1709
1284.89	1296.786	21.6043	57.1596	19.61237	38.72262	0.18	0	0.000097	2.13	8.015	40.6288	1553.626	1710
1285.74	1297.647	21.6046	57.1621	19.61237	38.72262	0.9	0.04	0.000102	2.13	8.015	40.6302	1553.643	1711
1286.33	1298.24	21.6055	57.1604	19.61237	38.72262	0.31	0.03	0.000095	2.13	8.015	40.6278	1553.652	1712
1287.05	1298.97	21.6052	57.1631	19.61237	38.72263	0.45	0.01	0.000095	2.13	8.014	40.6301	1553.666	1713
1287.92	1299.85	21.6049	57.1625	19.61237	38.72263	0.4	0.01	0.000092	2.13	8.014	40.6295	1553.679	1714
1288.71	1300.655	21.6047	57.1652	19.61237	38.72263	0.36	0.02	0.000095	2.13	8.014	40.6316	1553.694	1715
1289.44	1301.395	21.6059	57.1654	19.61237	38.72263	0.18	0.01	0.000088	2.13	8.015	40.6303	1553.708	1716
1290.15	1302.106	21.606	57.1657	19.61238	38.72263	0.5	0	0.00009	2.13	8.015	40.6303	1553.72	1717
1290.92	1302.886	21.6063	57.1654	19.61238	38.72264	0.54	0.01	0.000089	2.13	8.014	40.6295	1553.733	1718
1291.76	1303.738	21.6068	57.1656	19.61238	38.72264	0.63	0	0.000084	2.13	8.014	40.6288	1553.748	1719
1292.57	1304.565	21.6061	57.1685	19.61238	38.72264	0.45	0.01	0.000094	2.13	8.014	40.6315	1553.763	1720
1293.18	1305.181	21.6069	57.1673	19.61238	38.72264	0.18	0	0.000086	2.13	8.014	40.6296	1553.773	1721
1293.84	1305.85	21.6069	57.1675	19.61238	38.72265	0.77	0.02	0.0001	2.13	8.014	40.6295	1553.784	1722
1294.68	1306.699	21.6064	57.1679	19.61238	38.72265	0.54	0	0.000091	2.13	8.014	40.63	1553.797	1723
1295.54	1307.567	21.6066	57.1685	19.61238	38.72266	0.54	0	0.000086	2.14	8.014	40.63	1553.812	1724
1296.29	1308.323	21.6071	57.1679	19.61238	38.72266	0.31	0.03	0.000091	2.13	8.014	40.6288	1553.825	1725
1296.88	1308.923	21.6073	57.1685	19.61238	38.72266	0.45	0.04	0.000107	2.13	8.014	40.6288	1553.835	1726
1297.62	1309.673	21.6078	57.1718	19.61238	38.72266	0.54	0.01	0.000093	2.13	8.014	40.6308	1553.851	1727
1298.35	1310.417	21.6078	57.1704	19.61238	38.72267	0.59	0	0.000096	2.13	8.014	40.6294	1553.862	1728
1299.15	1311.221	21.6085	57.1708	19.61238	38.72267	0.54	0.01	0.000097	2.13	8.014	40.6288	1553.877	1729
1300.01	1312.089	21.6082	57.1715	19.61239	38.72268	0.44	0.02	0.000093	2.13	8.014	40.6293	1553.891	1730
1300.71	1312.797	21.6084	57.1739	19.61239	38.72268	0.45	0.03	0.000093	2.13	8.014	40.6308	1553.905	1731
1301.29	1313.385	21.6087	57.175	19.61239	38.72268	0.45	0	0.000095	2.13	8.014	40.6312	1553.916	1732
1302.01	1314.12	21.609	57.1751	19.61239	38.72268	0.49	0.01	0.000092	2.13	8.014	40.6307	1553.928	1733
1302.91	1315.032	21.6095	57.1753	19.61239	38.72269	0.27	-0.01	0.000098	2.13	8.014	40.63	1553.944	1734
1303.68	1315.812	21.6094	57.1764	19.61239	38.72269	0.63	0.01	0.000093	2.13	8.014	40.6308	1553.957	1735
1304.38	1316.515	21.6097	57.1752	19.61239	38.72269	0.63	0.01	0.000097	2.13	8.014	40.6293	1553.968	1736
1305.23	1317.379	21.6092	57.1788	19.61239	38.72269	0.36	0.01	0.000098	2.14	8.013	40.6323	1553.985	1737
1305.9	1318.06	21.6094	57.1764	19.61239	38.72269	0.36	0.01	0.000099	2.14	8.014	40.6299	1553.994	1738
1306.59	1318.752	21.61	57.1791	19.61239	38.72269	0.27	0.01	0.000114	2.14	8.014	40.6313	1554.008	1739
1307.42	1319.594	21.6102	57.1775	19.61239	38.7227	0.45	0	0.000091	2.14	8.014	40.6295	1554.021	1740
1308.24	1320.424	21.6102	57.1797	19.61239	38.7227	0.5	0	0.000098	2.14	8.013	40.631	1554.036	1741
1309.15	1321.344	21.6108	57.1776	19.61239	38.7227	0.81	0	0.000095	2.14	8.014	40.6285	1554.05	1742
1309.83	1322.034	21.6098	57.1783	19.6124	38.7227	0.63	0.01	0.000093	2.14	8.014	40.6297	1554.061	1743
1310.42	1322.628	21.6105	57.1824	19.6124	38.7227	0.18	0.01	0.000093	2.14	8.014	40.6322	1554.075	1744
1311.2	1323.42	21.6102	57.1822	19.6124	38.7227	0.54	-0.01	0.000093	2.14	8.014	40.6319	1554.087	1745
1312.11	1324.339	21.611	57.1832	19.6124	38.7227	0.61	0.01	0.000098	2.14	8.014	40.6317	1554.104	1746
1312.98	1325.224	21.611	57.1817	19.6124	38.72271	0.45	0.01	0.000089	2.14	8.014	40.6302	1554.117	1747
1313.71	1325.966	21.6112	57.1841	19.6124	38.72271	0.54	0	0.000097	2.14	8.014	40.6317	1554.132	1748
1314.36	1326.623	21.612	57.1841	19.6124	38.72271	0.43	0.01	0.000092	2.14	8.014	40.6306	1554.144	1749
1315.07	1327.345	21.6117	57.1846	19.6124	38.72271	0.72	0.01	0.000093	2.14	8.014	40.631	1554.155	1750
1315.92	1328.196	21.6119	57.1855	19.6124	38.72271	0.45	0	0.000102	2.14	8.013	40.6313	1554.17	1751
1316.68	1328.971	21.6119	57.187	19.6124	38.72271	0.63	0.04	0.0001	2.14	8.013	40.6322	1554.184	1752
1317.52	1329.825	21.6125	57.1866	19.6124	38.72271	0.45	0.01	0.000122	2.14	8.013	40.631	1554.198	1753
1318.38	1330.689	21.6129	57.1858	19.6124	38.72271	0.36	0	0.000098	2.14	8.013	40.6298	1554.212	1754
1318.94	1331.254	21.6132	57.1883	19.6124	38.72271	0.36	0.03	0.0001	2.14	8.013	40.6313	1554.224	1755
1319.61	1331.938	21.6131	57.1888	19.6124	38.72271	0.45	0	0.000098	2.14	8.013	40.6315	1554.236	1756
1320.46	1332.803	21.6134	57.1879	19.6124	38.72272	0.58	0.02	0.000103	2.14	8.013	40.6302	1554.249	1757
1321.37	1333.723	21.6133	57.1899	19.6124	38.72272	0.36	0	0.000172	2.14	8.013	40.6315	1554.266	1758
1322.16	1334.519	21.6136	57.1877	19.6124	38.72272	0.45	0.01	0.000095	2.15	8.013	40.6293	1554.277	1759
1322.74	1335.106	21.6139	57.1887	19.6124	38.72272	0.63	0	0.000098	2.15	8.013	40.6296	1554.288	1760
1323.48	1335.857	21.6138	57.1899	19.6124	38.72272	0.36	0.04	0.000106	2.15	8.013	40.6304	1554.301	1761
1324.32	1336.711	21.6143	57.1888	19.6124	38.72272	0.59	0.02	0.000103	2.15	8.013	40.6287	1554.315	1762
1325.03	1337.428	21.6144	57.1896	19.6124	38.72272	0.63	0.01	0.000109	2.15	8.013	40.629	1554.327	1763
1325.8	1338.206	21.6152	57.1913	19.6124	38.72272	0.72	0.03	0.000097	2.15	8.013	40.6293	1554.343	1764
1326.62	1339.036	21.6147	57.1941	19.6124	38.72273	0.29	0.01	0.000097	2.15	8.013	40.6318	1554.358	1765
1327.44	1339.862	21.6146	57.1935	19.6124	38.72273	0.63	0.01	0.000095	2.15	8.013	40.6311	1554.371	1766
1328.07	1340.499	21.6149	57.1912	19.6124	38.72273	0.18	0.03	0.000104	2.15	8.012	40.6287	1554.379	1767
1328.7	1341.144	21.6152	57.1944	19.6124	38.72273	0.63	0.01	0.000104	2.15	8.008	40.6308	1554.393	1768
